,id,Agent Name,Leader 1,Leader Name,Month Start Date,Location,Calls Answered,Calls Not Answered,Not Answered Rate,Met Not Answered Rate,Not Answered Percent < 5,Calls Offered,Total Duration,Agent Avg Duration,Transfers,Sentiment,Sentiment Score >= 0,Met Sentiment Goal
15,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-02,Margaree,748,12,0.015789473684210527,True,5,760,6080,9713.666666666666,,21,0,True
16,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-02,Margaree,464,22,0.04526748971193416,True,5,486,1458,7752.083333333333,23.0,-33,0,False
17,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-02,Margaree,590,2,0.0033783783783783786,True,5,592,2368,7371.666666666667,9.0,95,0,True
18,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-02,Margaree,425,29,0.06387665198237885,True,5,454,4540,8583.916666666666,23.0,63,0,True
19,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-02,Margaree,696,24,0.03333333333333333,True,5,720,7920,9422.916666666666,3.0,-27,0,False
20,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-02,Margaree,407,52,0.11328976034858387,True,5,459,8262,7915.416666666667,19.0,-87,0,False
21,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-02,Margaree,826,43,0.04948216340621404,True,5,869,17380,7459.083333333333,27.0,58,0,True
22,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-02,Margaree,421,75,0.15120967741935484,True,5,496,10416,8867.5,21.0,47,0,True
23,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-02,Margaree,796,53,0.0624263839811543,True,5,849,15282,7873.0,23.0,80,0,True
24,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,443,2,0.0044943820224719105,True,5,445,7565,8644.0,,-53,0,False
25,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,590,16,0.026402640264026403,True,5,606,4848,8967.25,,97,0,True
26,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,338,75,0.18159806295399517,True,5,413,2478,8848.166666666666,,23,0,True
27,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,748,12,0.015789473684210527,True,5,760,6080,7220.166666666667,,21,0,True
28,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,464,22,0.04526748971193416,True,5,486,1458,7225.166666666667,23.0,-33,0,False
29,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,590,2,0.0033783783783783786,True,5,592,2368,8476.583333333334,9.0,95,0,True
30,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,425,29,0.06387665198237885,True,5,454,4540,8097.583333333333,23.0,63,0,True
31,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,696,24,0.03333333333333333,True,5,720,7920,7940.5,3.0,-27,0,False
32,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,407,52,0.11328976034858387,True,5,459,8262,7556.916666666667,19.0,-87,0,False
33,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,826,43,0.04948216340621404,True,5,869,17380,8188.583333333333,27.0,58,0,True
34,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,421,75,0.15120967741935484,True,5,496,10416,7951.916666666667,21.0,47,0,True
35,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-03,Margaree,796,53,0.0624263839811543,True,5,849,15282,8899.833333333334,23.0,80,0,True
36,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,443,2,0.0044943820224719105,True,5,445,7565,6622.666666666667,,-53,0,False
37,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,590,16,0.026402640264026403,True,5,606,4848,7373.333333333333,,97,0,True
38,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,338,75,0.18159806295399517,True,5,413,2478,7201.166666666667,,23,0,True
39,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,748,12,0.015789473684210527,True,5,760,6080,9427.25,,21,0,True
40,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,464,22,0.04526748971193416,True,5,486,1458,7898.166666666667,23.0,-33,0,False
41,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,590,2,0.0033783783783783786,True,5,592,2368,8378.583333333334,9.0,95,0,True
42,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,425,29,0.06387665198237885,True,5,454,4540,6520.083333333333,23.0,63,0,True
43,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,696,24,0.03333333333333333,True,5,720,7920,9846.25,3.0,-27,0,False
44,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,407,52,0.11328976034858387,True,5,459,8262,9018.833333333334,19.0,-87,0,False
45,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,826,43,0.04948216340621404,True,5,869,17380,6557.583333333333,27.0,58,0,True
46,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,421,75,0.15120967741935484,True,5,496,10416,8558.333333333334,21.0,47,0,True
47,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-04,Margaree,796,53,0.0624263839811543,True,5,849,15282,6002.916666666667,23.0,80,0,True
48,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,443,2,0.0044943820224719105,True,5,445,7565,10067.166666666666,,-53,0,False
49,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,590,16,0.026402640264026403,True,5,606,4848,10111.916666666666,,97,0,True
50,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,338,75,0.18159806295399517,True,5,413,2478,8918.083333333334,,23,0,True
51,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,748,12,0.015789473684210527,True,5,760,6080,8436.5,,21,0,True
52,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,464,22,0.04526748971193416,True,5,486,1458,7800.25,23.0,-33,0,False
53,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,590,2,0.0033783783783783786,True,5,592,2368,8822.583333333334,9.0,95,0,True
54,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,425,29,0.06387665198237885,True,5,454,4540,7974.833333333333,23.0,63,0,True
55,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,696,24,0.03333333333333333,True,5,720,7920,9838.333333333334,3.0,-27,0,False
56,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,407,52,0.11328976034858387,True,5,459,8262,8784.25,19.0,-87,0,False
57,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,826,43,0.04948216340621404,True,5,869,17380,10724.5,27.0,58,0,True
58,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,421,75,0.15120967741935484,True,5,496,10416,9026.0,21.0,47,0,True
59,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-05,Margaree,796,53,0.0624263839811543,True,5,849,15282,9272.5,23.0,80,0,True
60,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,443,2,0.0044943820224719105,True,5,445,7565,6242.5,,-53,0,False
61,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,590,16,0.026402640264026403,True,5,606,4848,8287.833333333334,,97,0,True
62,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,338,75,0.18159806295399517,True,5,413,2478,8176.083333333333,,23,0,True
63,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,748,12,0.015789473684210527,True,5,760,6080,7676.75,,21,0,True
64,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,464,22,0.04526748971193416,True,5,486,1458,7508.916666666667,23.0,-33,0,False
65,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,590,2,0.0033783783783783786,True,5,592,2368,6708.583333333333,9.0,95,0,True
66,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,425,29,0.06387665198237885,True,5,454,4540,8035.416666666667,23.0,63,0,True
67,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,696,24,0.03333333333333333,True,5,720,7920,8057.833333333333,3.0,-27,0,False
68,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,407,52,0.11328976034858387,True,5,459,8262,7069.25,19.0,-87,0,False
69,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,826,43,0.04948216340621404,True,5,869,17380,7803.916666666667,27.0,58,0,True
70,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,421,75,0.15120967741935484,True,5,496,10416,8433.0,21.0,47,0,True
71,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-06,Margaree,796,53,0.0624263839811543,True,5,849,15282,6935.0,23.0,80,0,True
72,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,443,2,0.0044943820224719105,True,5,445,7565,7997.5,,-53,0,False
73,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,590,16,0.026402640264026403,True,5,606,4848,8736.916666666666,,97,0,True
74,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,338,75,0.18159806295399517,True,5,413,2478,7698.75,,23,0,True
75,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,748,12,0.015789473684210527,True,5,760,6080,9809.25,,21,0,True
76,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,464,22,0.04526748971193416,True,5,486,1458,7612.333333333333,23.0,-33,0,False
77,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,590,2,0.0033783783783783786,True,5,592,2368,7816.333333333333,9.0,95,0,True
78,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,425,29,0.06387665198237885,True,5,454,4540,7931.333333333333,23.0,63,0,True
79,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,696,24,0.03333333333333333,True,5,720,7920,7763.5,3.0,-27,0,False
80,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,407,52,0.11328976034858387,True,5,459,8262,10040.25,19.0,-87,0,False
81,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,826,43,0.04948216340621404,True,5,869,17380,6544.333333333333,27.0,58,0,True
82,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,421,75,0.15120967741935484,True,5,496,10416,10236.833333333334,21.0,47,0,True
83,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-07,Margaree,796,53,0.0624263839811543,True,5,849,15282,8446.416666666666,23.0,80,0,True
84,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,443,2,0.0044943820224719105,True,5,445,7565,7439.333333333333,,-53,0,False
85,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,590,16,0.026402640264026403,True,5,606,4848,8838.416666666666,,97,0,True
86,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,338,75,0.18159806295399517,True,5,413,2478,9330.916666666666,,23,0,True
87,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,748,12,0.015789473684210527,True,5,760,6080,8655.166666666666,,21,0,True
88,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,464,22,0.04526748971193416,True,5,486,1458,7114.75,23.0,-33,0,False
89,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,590,2,0.0033783783783783786,True,5,592,2368,7902.75,9.0,95,0,True
90,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,425,29,0.06387665198237885,True,5,454,4540,9581.333333333334,23.0,63,0,True
91,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,696,24,0.03333333333333333,True,5,720,7920,5685.25,3.0,-27,0,False
92,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,407,52,0.11328976034858387,True,5,459,8262,10523.916666666666,19.0,-87,0,False
93,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,826,43,0.04948216340621404,True,5,869,17380,8476.833333333334,27.0,58,0,True
94,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,421,75,0.15120967741935484,True,5,496,10416,8179.75,21.0,47,0,True
95,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-08,Margaree,796,53,0.0624263839811543,True,5,849,15282,10764.916666666666,23.0,80,0,True
96,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,443,2,0.0044943820224719105,True,5,445,7565,8726.916666666666,,-53,0,False
97,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,590,16,0.026402640264026403,True,5,606,4848,9735.416666666666,,97,0,True
98,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,338,75,0.18159806295399517,True,5,413,2478,9540.5,,23,0,True
99,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,748,12,0.015789473684210527,True,5,760,6080,9863.083333333334,,21,0,True
100,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,464,22,0.04526748971193416,True,5,486,1458,7481.666666666667,23.0,-33,0,False
101,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,590,2,0.0033783783783783786,True,5,592,2368,7363.0,9.0,95,0,True
102,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,425,29,0.06387665198237885,True,5,454,4540,9441.5,23.0,63,0,True
103,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,696,24,0.03333333333333333,True,5,720,7920,6975.333333333333,3.0,-27,0,False
104,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,407,52,0.11328976034858387,True,5,459,8262,6958.75,19.0,-87,0,False
105,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,826,43,0.04948216340621404,True,5,869,17380,8947.25,27.0,58,0,True
106,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,421,75,0.15120967741935484,True,5,496,10416,9018.25,21.0,47,0,True
107,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-09,Margaree,796,53,0.0624263839811543,True,5,849,15282,6907.083333333333,23.0,80,0,True
108,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,443,2,0.0044943820224719105,True,5,445,7565,8563.083333333334,,-53,0,False
109,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,590,16,0.026402640264026403,True,5,606,4848,7248.416666666667,,97,0,True
110,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,338,75,0.18159806295399517,True,5,413,2478,6039.5,,23,0,True
111,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,748,12,0.015789473684210527,True,5,760,6080,6485.5,,21,0,True
112,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,464,22,0.04526748971193416,True,5,486,1458,5169.875,23.0,-33,0,False
113,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,590,2,0.0033783783783783786,True,5,592,2368,8735.25,9.0,95,0,True
114,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,425,29,0.06387665198237885,True,5,454,4540,6189.75,23.0,63,0,True
115,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,696,24,0.03333333333333333,True,5,720,7920,8107.875,3.0,-27,0,False
116,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,407,52,0.11328976034858387,True,5,459,8262,9762.5,19.0,-87,0,False
117,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,826,43,0.04948216340621404,True,5,869,17380,8667.5,27.0,58,0,True
118,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,421,75,0.15120967741935484,True,5,496,10416,8143.875,21.0,47,0,True
119,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-10,Margaree,796,53,0.0624263839811543,True,5,849,15282,7317.5,23.0,80,0,True
120,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,443,2,0.0044943820224719105,True,5,445,7565,7745.0,,-53,0,False
121,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,590,16,0.026402640264026403,True,5,606,4848,11483.125,,97,0,True
122,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,338,75,0.18159806295399517,True,5,413,2478,4772.5,,23,0,True
123,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,748,12,0.015789473684210527,True,5,760,6080,9329.25,,21,0,True
124,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,464,22,0.04526748971193416,True,5,486,1458,9676.875,23.0,-33,0,False
125,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,590,2,0.0033783783783783786,True,5,592,2368,9957.5,9.0,95,0,True
126,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,425,29,0.06387665198237885,True,5,454,4540,8175.25,23.0,63,0,True
127,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,696,24,0.03333333333333333,True,5,720,7920,7689.5,3.0,-27,0,False
128,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,407,52,0.11328976034858387,True,5,459,8262,8296.125,19.0,-87,0,False
129,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,826,43,0.04948216340621404,True,5,869,17380,8923.25,27.0,58,0,True
130,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,421,75,0.15120967741935484,True,5,496,10416,9401.375,21.0,47,0,True
131,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-11,Margaree,796,53,0.0624263839811543,True,5,849,15282,7913.5,23.0,80,0,True
132,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,443,2,0.0044943820224719105,True,5,445,7565,7867.375,,-53,0,False
133,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,590,16,0.026402640264026403,True,5,606,4848,7037.0,,97,0,True
134,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,338,75,0.18159806295399517,True,5,413,2478,10993.0,,23,0,True
135,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,748,12,0.015789473684210527,True,5,760,6080,7343.125,,21,0,True
136,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,464,22,0.04526748971193416,True,5,486,1458,,23.0,-33,0,False
137,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,590,2,0.0033783783783783786,True,5,592,2368,,9.0,95,0,True
138,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,425,29,0.06387665198237885,True,5,454,4540,,23.0,63,0,True
139,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,696,24,0.03333333333333333,True,5,720,7920,,3.0,-27,0,False
140,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,407,52,0.11328976034858387,True,5,459,8262,,19.0,-87,0,False
141,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,826,43,0.04948216340621404,True,5,869,17380,,27.0,58,0,True
142,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,421,75,0.15120967741935484,True,5,496,10416,,21.0,47,0,True
143,4,"Garnam, Fleur",1,"Howroyd, Kylie",2021-01-12,Margaree,796,53,0.0624263839811543,True,5,849,15282,,23.0,80,0,True
144,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,575,4,0.0069084628670120895,True,5,579,3474,,,-70,0,False
145,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,714,46,0.060526315789473685,True,5,760,7600,,,-47,0,False
146,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,552,43,0.07226890756302522,True,5,595,5355,,,-60,0,False
147,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,466,41,0.08086785009861933,True,5,507,1521,,,67,0,True
148,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,560,63,0.10112359550561797,True,5,623,1869,,12.0,-39,0,False
149,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,681,67,0.08957219251336898,True,5,748,4488,,2.0,82,0,True
150,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,391,49,0.11136363636363636,True,5,440,9240,,8.0,-85,0,False
151,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,654,60,0.08403361344537816,True,5,714,13566,,12.0,28,0,True
152,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,568,27,0.0453781512605042,True,5,595,1785,,22.0,-87,0,False
153,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,602,56,0.0851063829787234,True,5,658,3948,,19.0,-79,0,False
154,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,936,0,0.0,True,5,936,15912,,24.0,74,0,True
155,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-01,Margaree,693,16,0.022566995768688293,True,5,709,5672,,3.0,78,0,True
156,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,575,4,0.0069084628670120895,True,5,579,3474,,,-70,0,False
157,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,714,46,0.060526315789473685,True,5,760,7600,,,-47,0,False
158,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,552,43,0.07226890756302522,True,5,595,5355,,,-60,0,False
159,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,466,41,0.08086785009861933,True,5,507,1521,,,67,0,True
160,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,560,63,0.10112359550561797,True,5,623,1869,,12.0,-39,0,False
161,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,681,67,0.08957219251336898,True,5,748,4488,,2.0,82,0,True
162,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,391,49,0.11136363636363636,True,5,440,9240,,8.0,-85,0,False
163,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,654,60,0.08403361344537816,True,5,714,13566,,12.0,28,0,True
164,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,568,27,0.0453781512605042,True,5,595,1785,,22.0,-87,0,False
165,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,602,56,0.0851063829787234,True,5,658,3948,,19.0,-79,0,False
166,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,936,0,0.0,True,5,936,15912,,24.0,74,0,True
167,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-02,Margaree,693,16,0.022566995768688293,True,5,709,5672,,3.0,78,0,True
168,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-03,Margaree,575,4,0.0069084628670120895,True,5,579,3474,,,-70,0,False
169,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-03,Margaree,714,46,0.060526315789473685,True,5,760,7600,,,-47,0,False
170,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-03,Margaree,552,43,0.07226890756302522,True,5,595,5355,,,-60,0,False
171,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-03,Margaree,466,41,0.08086785009861933,True,5,507,1521,,,67,0,True
172,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-03,Margaree,560,63,0.10112359550561797,True,5,623,1869,,12.0,-39,0,False
173,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-03,Margaree,681,67,0.08957219251336898,True,5,748,4488,,2.0,82,0,True
174,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-03,Margaree,391,49,0.11136363636363636,True,5,440,9240,,8.0,-85,0,False
175,10,"Beaver, Leanora",1,"Howroyd, Kylie",2021-01-03,Margaree,654,60,0.08403361344537816,True,5,714,13566,,12.0,28,0,True
